species_id;GBIF_species_id;GBIF_species_name;GBIF_genus_name;GBIF_family_name;GBIF_kingdom_name
401;2925892;Echium vulgare;Echium;Boraginaceae;Plantae
402;3152048;Tilia platyphyllos;Tilia;Malvaceae;Plantae
403;5411475;Campanula persicifolia;Campanula;Campanulaceae;Plantae
404;5297439;Tigridia pavonia;Tigridia;Iridaceae;Plantae
405;3120790;Artemisia verlotiorum;Artemisia;Asteraceae;Plantae
406;2765272;Tradescantia virginiana;Tradescantia;Commelinaceae;Plantae
407;2959128;Dorycnium pentaphyllum;Lotus;Fabaceae;Plantae
408;3101212;Farfugium japonicum;Farfugium;Asteraceae;Plantae
409;2749791;Gladiolus italicus;Gladiolus;Iridaceae;Plantae
410;2988354;Physocarpus opulifolius;Physocarpus;Rosaceae;Plantae
411;3033558;Clematis vitalba;Clematis;Ranunculaceae;Plantae
412;5415039;Syringa vulgaris;Syringa;Oleaceae;Plantae
413;7318448;Eryngium bourgatii;Eryngium;Apiaceae;Plantae
414;2974832;Vicia faba;Vicia;Fabaceae;Plantae
415;9500949;Primula acaulis;Primula;Primulaceae;Plantae
416;3189870;Acer pseudoplatanus;Acer;Sapindaceae;Plantae
417;2882803;Arbutus unedo;Arbutus;Ericaceae;Plantae
418;3033896;Berberis thunbergii;Berberis;Berberidaceae;Plantae
419;2684030;Cupressus sempervirens;Cupressus;Cupressaceae;Plantae
420;3082240;Cornus florida;Cornus;Cornaceae;Plantae
421;3172592;Podranea ricasoliana;Podranea;Bignoniaceae;Plantae
422;2769766;Ruscus aculeatus;Ruscus;Asparagaceae;Plantae
423;3062975;Mercurialis annua;Mercurialis;Euphorbiaceae;Plantae
424;5362063;Crassula ovata;Crassula;Crassulaceae;Plantae
425;3034015;Laurus nobilis;Laurus;Lauraceae;Plantae
426;3180085;Myrtus communis;Myrtus;Myrtaceae;Plantae
427;2753090;Lilium candidum;Lilium;Liliaceae;Plantae
428;2770610;Sansevieria trifasciata;Sansevieria;Asparagaceae;Plantae
429;5341758;Brugmansia suaveolens;Brugmansia;Solanaceae;Plantae
430;5348646;Coronilla viminalis;Coronilla;Fabaceae;Plantae
431;2882833;Vaccinium myrtillus;Vaccinium;Ericaceae;Plantae
432;5354656;Cytisus scoparius;Cytisus;Fabaceae;Plantae
433;2650676;Asplenium nidus;Asplenium;Aspleniaceae;Plantae
434;7901652;Viola wittrockiana;Viola;Violaceae;Plantae
435;3085370;Moehringia trinervia;Moehringia;Caryophyllaceae;Plantae
436;5551241;Iberis sempervirens;Iberis;Brassicaceae;Plantae
437;3024146;Eriobotrya japonica;Rhaphiolepis;Rosaceae;Plantae
438;5384741;Silene coronaria;Silene;Caryophyllaceae;Plantae
439;8262702;Pastinaca sativa;Pastinaca;Apiaceae;Plantae
440;5380041;Ricinus communis;Ricinus;Euphorbiaceae;Plantae
441;5385215;Pallenis spinosa;Pallenis;Asteraceae;Plantae
442;5371702;Nigella damascena;Nigella;Ranunculaceae;Plantae
443;5420853;Daphne laureola;Daphne;Thymelaeaceae;Plantae
444;2777430;Aloe maculata;Aloe;Asphodelaceae;Plantae
445;3664589;Oenothera lindheimeri;Oenothera;Onagraceae;Plantae
446;3066367;Euphorbia helioscopia;Euphorbia;Euphorbiaceae;Plantae
447;2888811;Succisa pratensis;Succisa;Caprifoliaceae;Plantae
448;2888808;Knautia arvensis;Knautia;Caprifoliaceae;Plantae
449;3033312;Ranunculus flammula;Ranunculus;Ranunculaceae;Plantae
450;9150405;Solanum nigrum;Solanum;Solanaceae;Plantae
451;3112455;Gazania rigens;Gazania;Asteraceae;Plantae
452;3169131;Euonymus europaeus;Euonymus;Celastraceae;Plantae
453;5289423;Typha latifolia;Typha;Typhaceae;Plantae
454;9505138;Aristaloe aristata;Aristaloe;Asphodelaceae;Plantae
455;5334186;Chelidonium majus;Chelidonium;Papaveraceae;Plantae
456;6376216;Clematis montana;Clematis;Ranunculaceae;Plantae
457;4889932;Dryas octopetala;Dryas;Rosaceae;Plantae
458;8272844;Lysimachia europaea;Lysimachia;Primulaceae;Plantae
459;2927280;Betonica officinalis;Betonica;Lamiaceae;Plantae
460;7282451;Astrophytum myriostigma;Astrophytum;Cactaceae;Plantae
461;4199356;Adromischus cooperi;Adromischus;Crassulaceae;Plantae
462;7818643;Prunus armeniaca;Prunus;Rosaceae;Plantae
463;2959124;Dorycnium hirsutum;Lotus;Fabaceae;Plantae
464;2927305;Lavandula angustifolia;Lavandula;Lamiaceae;Plantae
465;3149879;Tussilago farfara;Tussilago;Asteraceae;Plantae
466;2888585;Viburnum tinus;Viburnum;Adoxaceae;Plantae
467;2985949;Sempervivum tectorum;Sempervivum;Crassulaceae;Plantae
468;2928034;Nemophila maculata;Nemophila;Hydrophyllaceae;Plantae
469;3148340;Inula helenium;Inula;Asteraceae;Plantae
470;7721054;Ranunculus asiaticus;Ranunculus;Ranunculaceae;Plantae
471;3172297;Ligustrum lucidum;Ligustrum;Oleaceae;Plantae
472;3190642;Schinus molle;Schinus;Anacardiaceae;Plantae
473;2985936;Kalanchoe daigremontiana;Kalanchoe;Crassulaceae;Plantae
474;2778437;Asphodelus fistulosus;Asphodelus;Asphodelaceae;Plantae
475;3002154;Rosa micrantha;Rosa;Rosaceae;Plantae
476;5333411;Erica cinerea;Erica;Ericaceae;Plantae
477;2925562;Vitex agnus-castus;Vitex;Lamiaceae;Plantae
478;2766696;Agave victoriae-reginae;Agave;Asparagaceae;Plantae
479;5330776;Colocasia esculenta;Colocasia;Araceae;Plantae
480;9206251;Helianthus annuus;Helianthus;Asteraceae;Plantae
481;3138327;Carthamus tinctorius;Carthamus;Asteraceae;Plantae
482;5403742;Scolymus hispanicus;Scolymus;Asteraceae;Plantae
483;3046044;Cardamine amara;Cardamine;Brassicaceae;Plantae
484;3039209;Parthenocissus tricuspidata;Parthenocissus;Vitaceae;Plantae
485;2927029;Salvia splendens;Salvia;Lamiaceae;Plantae
486;5578452;Globularia arabica;Globularia;Plantaginaceae;Plantae
487;7303307;Begonia boliviensis;Begonia;Begoniaceae;Plantae
488;2753380;Lilium lancifolium;Lilium;Liliaceae;Plantae
489;2927208;Mentha aquatica;Mentha;Lamiaceae;Plantae
490;5334269;Lonicera caerulea;Lonicera;Caprifoliaceae;Plantae
491;5362055;Crassula tillaea;Crassula;Crassulaceae;Plantae
492;8625614;Lactuca viminea;Lactuca;Asteraceae;Plantae
493;2869014;Zamioculcas zamiifolia;Zamioculcas;Araceae;Plantae
494;3789029;Osyris alba;Osyris;Santalaceae;Plantae
495;3729273;Asarina procumbens;Asarina;Plantaginaceae;Plantae
496;3083488;Paeonia officinalis;Paeonia;Paeoniaceae;Plantae
497;5341309;Galeopsis ladanum;Galeopsis;Lamiaceae;Plantae
498;3105433;Carlina acaulis;Carlina;Asteraceae;Plantae
499;2865100;Alisma plantago-aquatica;Alisma;Alismataceae;Plantae
500;5402943;Eupatorium cannabinum;Eupatorium;Asteraceae;Plantae
501;3048831;Cakile maritima;Cakile;Brassicaceae;Plantae
502;2976091;Baptisia australis;Baptisia;Fabaceae;Plantae
503;3084842;Carpobrotus edulis;Carpobrotus;Aizoaceae;Plantae
504;3029627;Sanguisorba officinalis;Sanguisorba;Rosaceae;Plantae
505;2930439;Solanum laciniatum;Solanum;Solanaceae;Plantae
506;3045634;Cardamine heptaphylla;Cardamine;Brassicaceae;Plantae
507;7827393;Rosa banksiae;Rosa;Rosaceae;Plantae
508;8971274;Beta vulgaris;Beta;Amaranthaceae;Plantae
509;5371772;Levisticum officinale;Levisticum;Apiaceae;Plantae
510;2986130;Ribes sanguineum;Ribes;Grossulariaceae;Plantae
511;3190583;Pistacia lentiscus;Pistacia;Anacardiaceae;Plantae
512;7334489;Sedum palmeri;Sedum;Crassulaceae;Plantae
513;3034807;Conium maculatum;Conium;Apiaceae;Plantae
514;5414995;Digitalis purpurea;Digitalis;Plantaginaceae;Plantae
515;2722051;Carex pendula;Carex;Cyperaceae;Plantae
516;3152559;Hibiscus rosa-sinensis;Hibiscus;Malvaceae;Plantae
517;3137579;Galactites tomentosa;Galactites;Asteraceae;Plantae
518;5362008;Sedum album;Sedum;Crassulaceae;Plantae
519;2891304;Geranium pratense;Geranium;Geraniaceae;Plantae
520;3083838;Chenopodium album;Chenopodium;Amaranthaceae;Plantae
521;6365236;Saintpaulia ionantha;Streptocarpus;Gesneriaceae;Plantae
522;7334368;Umbilicus rupestris;Umbilicus;Crassulaceae;Plantae
523;3054357;Juglans nigra;Juglans;Juglandaceae;Plantae
524;3087634;Cicerbita alpina;Cicerbita;Asteraceae;Plantae
525;2745841;Sparaxis tricolor;Sparaxis;Iridaceae;Plantae
526;5391454;Calendula stellata;Calendula;Asteraceae;Plantae
527;3101184;Dittrichia viscosa;Dittrichia;Asteraceae;Plantae
528;3172615;Catalpa bignonioides;Catalpa;Bignoniaceae;Plantae
529;7383157;Lantana viburnoides;Lantana;Verbenaceae;Plantae
530;3085776;Honckenya peploides;Honckenya;Caryophyllaceae;Plantae
531;5347845;Pisum sativum;Pisum;Fabaceae;Plantae
532;2750096;Gladiolus communis;Gladiolus;Iridaceae;Plantae
533;5357013;Lotus corniculatus;Lotus;Fabaceae;Plantae
534;3189807;Aesculus pavia;Aesculus;Sapindaceae;Plantae
535;2972595;Onobrychis viciifolia;Onobrychis;Fabaceae;Plantae
536;5359060;Trifolium aureum;Trifolium;Fabaceae;Plantae
537;2768686;Asparagus setaceus;Asparagus;Asparagaceae;Plantae
538;5334259;Lonicera xylosteum;Lonicera;Caprifoliaceae;Plantae
539;8185812;Mesembryanthemum cordifolium;Mesembryanthemum;Aizoaceae;Plantae
540;3082297;Limonium sinuatum;Limonium;Plumbaginaceae;Plantae
541;3040249;Populus tremula;Populus;Salicaceae;Plantae
542;5359246;Trifolium arvense;Trifolium;Fabaceae;Plantae
543;8281825;Linum suffruticosum;Linum;Linaceae;Plantae
544;5356517;Lathyrus latifolius;Lathyrus;Fabaceae;Plantae
545;3172489;Tecoma capensis;Tecoma;Bignoniaceae;Plantae
546;3171949;Verbascum thapsus;Verbascum;Scrophulariaceae;Plantae
547;3118216;Tanacetum corymbosum;Tanacetum;Asteraceae;Plantae
548;3171145;Misopates orontium;Misopates;Plantaginaceae;Plantae
549;9213153;Platanthera bifolia;Platanthera;Orchidaceae;Plantae
550;2873991;Aristolochia clematitis;Aristolochia;Aristolochiaceae;Plantae
551;3021037;Prunus padus;Prunus;Rosaceae;Plantae
552;5574508;Fittonia albivenis;Fittonia;Acanthaceae;Plantae
553;5394163;Taraxacum officinale;Taraxacum;Asteraceae;Plantae
554;2928551;Ipomoea batatas;Ipomoea;Convolvulaceae;Plantae
555;2772020;Muscari neglectum;Muscari;Asparagaceae;Plantae
556;4930155;Viburnum davidii;Viburnum;Adoxaceae;Plantae
557;3048203;Erysimum cheiri;Erysimum;Brassicaceae;Plantae
558;3128166;Centaurea aspera;Centaurea;Asteraceae;Plantae
559;3083718;Atriplex halimus;Atriplex;Amaranthaceae;Plantae
560;2757556;Curcuma alismatifolia;Curcuma;Zingiberaceae;Plantae
561;5415461;Thunbergia erecta;Thunbergia;Acanthaceae;Plantae
562;5407810;Trachelium caeruleum;Trachelium;Campanulaceae;Plantae
563;5305033;Kniphofia uvaria;Kniphofia;Asphodelaceae;Plantae
564;5384396;Amaranthus deflexus;Amaranthus;Amaranthaceae;Plantae
565;7127810;Cyclamen hederifolium;Cyclamen;Primulaceae;Plantae
566;3064943;Euphorbia marginata;Euphorbia;Euphorbiaceae;Plantae
567;3033261;Anemone coronaria;Anemone;Ranunculaceae;Plantae
568;3131494;Helichrysum stoechas;Helichrysum;Asteraceae;Plantae
569;2763050;Ensete ventricosum;Ensete;Musaceae;Plantae
570;3034742;Daucus carota;Daucus;Apiaceae;Plantae
571;3056259;Acalypha indica;Acalypha;Euphorbiaceae;Plantae
572;5390848;Gnaphalium uliginosum;Gnaphalium;Asteraceae;Plantae
573;2767271;Scilla luciliae;Scilla;Asparagaceae;Plantae
574;8930531;Armeria maritima;Armeria;Plumbaginaceae;Plantae
575;5637947;Protea cynaroides;Protea;Proteaceae;Plantae
576;3118430;Tanacetum parthenium;Tanacetum;Asteraceae;Plantae
577;2753786;Alstroemeria aurea;Alstroemeria;Alstroemeriaceae;Plantae
578;2888951;Rumex acetosa;Rumex;Polygonaceae;Plantae
579;3034871;Coriandrum sativum;Coriandrum;Apiaceae;Plantae
580;5341198;Anchusa azurea;Anchusa;Boraginaceae;Plantae
581;2977331;Wisteria sinensis;Wisteria;Fabaceae;Plantae
582;5298765;Iris foetidissima;Iris;Iridaceae;Plantae
583;2763116;Strelitzia reginae;Strelitzia;Strelitziaceae;Plantae
584;8911082;Amaranthus blitum;Amaranthus;Amaranthaceae;Plantae
585;5317489;Dendrobium nobile;Dendrobium;Orchidaceae;Plantae
586;2684969;Araucaria heterophylla;Araucaria;Araucariaceae;Plantae
587;2888706;Kolkwitzia amabilis;Kolkwitzia;Caprifoliaceae;Plantae
588;2875968;Corylus colurna;Corylus;Betulaceae;Plantae
589;3887764;Teucrium polium;Teucrium;Lamiaceae;Plantae
590;3169331;Lysimachia clethroides;Lysimachia;Primulaceae;Plantae
591;2964355;Lupinus polyphyllus;Lupinus;Fabaceae;Plantae
592;7740617;Skimmia japonica;Skimmia;Rutaceae;Plantae
593;7560711;Oxalis tetraphylla;Oxalis;Oxalidaceae;Plantae
594;2965379;Medicago arborea;Medicago;Fabaceae;Plantae
595;2874190;Passiflora edulis;Passiflora;Passifloraceae;Plantae
596;5298069;Iris germanica;Iris;Iridaceae;Plantae
597;8848598;Leucanthemum vulgare;Leucanthemum;Asteraceae;Plantae
598;8243662;Ornithogalum arabicum;Ornithogalum;Asparagaceae;Plantae
599;8214730;Elaeagnus pungens;Elaeagnus;Elaeagnaceae;Plantae
600;7287628;Grevillea rosmarinifolia;Grevillea;Proteaceae;Plantae
601;5353705;Hippocrepis emerus;Hippocrepis;Fabaceae;Plantae
602;3121319;Artemisia absinthium;Artemisia;Asteraceae;Plantae
603;3033518;Clematis viticella;Clematis;Ranunculaceae;Plantae
604;2650617;Asplenium ceterach;Asplenium;Aspleniaceae;Plantae
605;3152824;Liquidambar styraciflua;Liquidambar;Altingiaceae;Plantae
606;7325923;Phillyrea latifolia;Phillyrea;Oleaceae;Plantae
607;2890668;Geranium robertianum;Geranium;Geraniaceae;Plantae
608;2927518;Cuscuta epithymum;Cuscuta;Convolvulaceae;Plantae
609;5341407;Monarda didyma;Monarda;Lamiaceae;Plantae
610;3152047;Tilia cordata;Tilia;Malvaceae;Plantae
611;3092946;Callistephus chinensis;Callistephus;Asteraceae;Plantae
612;3105508;Andryala integrifolia;Andryala;Asteraceae;Plantae
613;2747567;Crocus vernus;Crocus;Iridaceae;Plantae
614;7309625;Phytolacca dioica;Phytolacca;Phytolaccaceae;Plantae
615;4194166;Impatiens niamniamensis;Impatiens;Balsaminaceae;Plantae
616;3152235;Pachira aquatica;Pachira;Malvaceae;Plantae
617;2820517;Cypripedium calceolus;Cypripedium;Orchidaceae;Plantae
618;2706241;Lolium perenne;Lolium;Poaceae;Plantae
619;5285637;Pinus sylvestris;Pinus;Pinaceae;Plantae
620;8353146;Saxifraga oppositifolia;Saxifraga;Saxifragaceae;Plantae
621;3039285;Hippophae rhamnoides;Hippophae;Elaeagnaceae;Plantae
622;7887000;Saxifraga granulata;Saxifraga;Saxifragaceae;Plantae
623;3033131;Thalictrum aquilegifolium;Thalictrum;Ranunculaceae;Plantae
624;3071476;Codiaeum variegatum;Codiaeum;Euphorbiaceae;Plantae
625;3152520;Althaea officinalis;Althaea;Malvaceae;Plantae
626;5371450;Kerria japonica;Kerria;Rosaceae;Plantae
627;3140685;Leontopodium nivale;Leontopodium;Asteraceae;Plantae
628;9689880;Hieracium glaucinum;Hieracium;Asteraceae;Plantae
629;5560037;Linaria alpina;Linaria;Plantaginaceae;Plantae
630;2925807;Heliotropium arborescens;Heliotropium;Heliotropiaceae;Plantae
631;8049341;Osmunda regalis;Osmunda;Osmundaceae;Plantae
632;2874701;Tamarix canariensis;Tamarix;Tamaricaceae;Plantae
633;5341442;Thymus vulgaris;Thymus;Lamiaceae;Plantae
634;8211958;Oxalis acetosella;Oxalis;Oxalidaceae;Plantae
635;2926065;Symphytum tuberosum;Symphytum;Boraginaceae;Plantae
636;7167078;Bougainvillea spectabilis;Bougainvillea;Nyctaginaceae;Plantae
637;3120284;Achillea filipendulina;Achillea;Asteraceae;Plantae
638;3142200;Rhaponticum coniferum;Rhaponticum;Asteraceae;Plantae
639;3190580;Pistacia terebinthus;Pistacia;Anacardiaceae;Plantae
640;2890287;Geranium nodosum;Geranium;Geraniaceae;Plantae
641;3169386;Lysimachia vulgaris;Lysimachia;Primulaceae;Plantae
642;3035275;Tetrapanax papyrifer;Tetrapanax;Araliaceae;Plantae
643;7923515;Soldanella alpina;Soldanella;Primulaceae;Plantae
644;5372392;Vitis vinifera;Vitis;Vitaceae;Plantae
645;8411755;Aria edulis;Aria;Rosaceae;Plantae
646;5377778;Aurinia saxatilis;Aurinia;Brassicaceae;Plantae
647;2792827;Ophrys scolopax;Ophrys;Orchidaceae;Plantae
648;7903019;Androsace villosa;Androsace;Primulaceae;Plantae
649;2927096;Ocimum basilicum;Ocimum;Lamiaceae;Plantae
650;3921447;Aquilegia atrata;Aquilegia;Ranunculaceae;Plantae
651;2874024;Tuberaria guttata;Tuberaria;Cistaceae;Plantae
652;5369701;Geum rivale;Geum;Rosaceae;Plantae
653;2913548;Galium aparine;Galium;Rubiaceae;Plantae
654;3145214;Silybum marianum;Silybum;Asteraceae;Plantae
655;3726736;Phygelius aequalis;Phygelius;Scrophulariaceae;Plantae
656;2856288;Allium paniculatum;Allium;Amaryllidaceae;Plantae
657;2888730;Weigela florida;Weigela;Caprifoliaceae;Plantae
658;5374154;Isatis lusitanica;Isatis;Brassicaceae;Plantae
659;2992637;Rubus albiflorus;Rubus;Rosaceae;Plantae
660;3173413;Callistemon citrinus;Callistemon;Myrtaceae;Plantae
661;2765120;Tradescantia sillamontana;Tradescantia;Commelinaceae;Plantae
662;8119595;Brachychiton acerifolius;Brachychiton;Malvaceae;Plantae
663;7795888;Triticum aestivum;Triticum;Poaceae;Plantae
664;3140574;Lactuca perennis;Lactuca;Asteraceae;Plantae
665;5537918;Siler montanum;Siler;Apiaceae;Plantae
666;3082322;Limonium vulgare;Limonium;Plumbaginaceae;Plantae
667;3089561;Centaurea cyanus;Centaurea;Asteraceae;Plantae
668;7331435;Cistus albidus;Cistus;Cistaceae;Plantae
669;3098951;Cosmos sulphureus;Cosmos;Asteraceae;Plantae
670;2700768;Luzula nivea;Luzula;Juncaceae;Plantae
671;5420852;Daphne mezereum;Daphne;Thymelaeaceae;Plantae
672;3023878;Amelanchier ovalis;Amelanchier;Rosaceae;Plantae
673;9823570;Salicornia europaea;Salicornia;Amaranthaceae;Plantae
674;2926945;Clinopodium vulgare;Clinopodium;Lamiaceae;Plantae
675;3928139;Ranunculus aconitifolius;Ranunculus;Ranunculaceae;Plantae
676;3575839;Ceropegia collaricorona;Ceropegia;Apocynaceae;Plantae
677;3003979;Rosa rugosa;Rosa;Rosaceae;Plantae
678;5324951;Himantoglossum hircinum;Himantoglossum;Orchidaceae;Plantae
679;8324121;Trifolium pratense;Trifolium;Fabaceae;Plantae
680;3040233;Populus alba;Populus;Salicaceae;Plantae
681;8394144;Goeppertia lancifolia;Goeppertia;Marantaceae;Plantae
682;8971475;Odontites vernus;Odontites;Orobanchaceae;Plantae
683;2988188;Pyracantha coccinea;Pyracantha;Rosaceae;Plantae
684;5372655;Salix eleagnos;Salix;Salicaceae;Plantae
685;2969284;Mimosa pudica;Mimosa;Fabaceae;Plantae
686;2650927;Nephrolepis exaltata;Nephrolepis;Nephrolepidaceae;Plantae
687;5361889;Morus alba;Morus;Moraceae;Plantae
688;7443285;Sideritis hirsuta;Sideritis;Lamiaceae;Plantae
689;3067891;Euphorbia prostrata;Euphorbia;Euphorbiaceae;Plantae
690;5384676;Stellaria holostea;Stellaria;Caryophyllaceae;Plantae
691;2971016;Melilotus indicus;Melilotus;Fabaceae;Plantae
692;3188859;Oenothera speciosa;Oenothera;Onagraceae;Plantae
693;7268600;Erodium atlanticum;Erodium;Geraniaceae;Plantae
694;3033868;Berberis aquifolium;Mahonia;Berberidaceae;Plantae
695;2705975;Anthoxanthum odoratum;Anthoxanthum;Poaceae;Plantae
696;2883094;Rhododendron maximum;Rhododendron;Ericaceae;Plantae
697;2926684;Lamium maculatum;Lamium;Lamiaceae;Plantae
698;5329946;Alocasia sanderiana;Alocasia;Araceae;Plantae
699;3173196;Hypoestes phyllostachya;Hypoestes;Acanthaceae;Plantae
700;3889056;Perovskia atriplicifolia;Perovskia;Lamiaceae;Plantae
701;5341164;Aloysia citriodora;Aloysia;Verbenaceae;Plantae
702;2927078;Ajuga reptans;Ajuga;Lamiaceae;Plantae
703;5385225;Pallenis maritima;Pallenis;Asteraceae;Plantae
704;3892852;Salvia patens;Salvia;Lamiaceae;Plantae
705;3084908;Gomphrena globosa;Gomphrena;Amaranthaceae;Plantae
706;2767415;Scilla verna;Scilla;Asparagaceae;Plantae
707;5289756;Phalaris arundinacea;Phalaris;Poaceae;Plantae
708;2889373;Fagopyrum esculentum;Fagopyrum;Polygonaceae;Plantae
709;3001956;Agrimonia eupatoria;Agrimonia;Rosaceae;Plantae
710;3176787;Eucalyptus globulus;Eucalyptus;Myrtaceae;Plantae
711;2927004;Salvia officinalis;Salvia;Lamiaceae;Plantae
712;3001093;Malus pumila;Malus;Rosaceae;Plantae
713;2762680;Musa acuminata;Musa;Musaceae;Plantae
714;2926110;Borago officinalis;Borago;Boraginaceae;Plantae
715;2927064;Salvia farinacea;Salvia;Lamiaceae;Plantae
716;5331235;Viola arvensis;Viola;Violaceae;Plantae
717;3032758;Saxifraga rosacea;Saxifraga;Saxifragaceae;Plantae
718;5356354;Ceratonia siliqua;Ceratonia;Fabaceae;Plantae
719;5334208;Corydalis solida;Corydalis;Papaveraceae;Plantae
720;5376075;Alliaria petiolata;Alliaria;Brassicaceae;Plantae
721;5361865;Ulmus minor;Ulmus;Ulmaceae;Plantae
722;3172294;Ligustrum sinense;Ligustrum;Oleaceae;Plantae
723;2706056;Hordeum vulgare;Hordeum;Poaceae;Plantae
724;2888622;Viburnum plicatum;Viburnum;Adoxaceae;Plantae
725;2747948;Crocosmia aurea;Crocosmia;Iridaceae;Plantae
726;2926045;Brunnera macrophylla;Brunnera;Boraginaceae;Plantae
727;5415019;Linaria repens;Linaria;Plantaginaceae;Plantae
728;2971095;Melilotus albus;Melilotus;Fabaceae;Plantae
729;6109637;Cynodon dactylon;Cynodon;Poaceae;Plantae
730;2926894;Ballota nigra;Ballota;Lamiaceae;Plantae
731;5384064;Opuntia ficus-indica;Opuntia;Cactaceae;Plantae
732;3164340;Platycodon grandiflorus;Platycodon;Campanulaceae;Plantae
733;2891664;Oxalis articulata;Oxalis;Oxalidaceae;Plantae
734;7459480;Convallaria majalis;Convallaria;Asparagaceae;Plantae
735;3033670;Aconitum anthora;Aconitum;Ranunculaceae;Plantae
736;3872451;Tarenaya spinosa;Tarenaya;Cleomaceae;Plantae
737;3026906;Spiraea cantoniensis;Spiraea;Rosaceae;Plantae
738;3022609;Prunus serrulata;Prunus;Rosaceae;Plantae
739;2889173;Reynoutria japonica;Reynoutria;Polygonaceae;Plantae
740;3085320;Vaccaria hispanica;Gypsophila;Caryophyllaceae;Plantae
741;5334194;Macleaya cordata;Macleaya;Papaveraceae;Plantae
742;5598915;Lonicera pileata;Lonicera;Caprifoliaceae;Plantae
743;7960979;Urtica dioica;Urtica;Urticaceae;Plantae
744;3032696;Astilbe japonica;Astilbe;Saxifragaceae;Plantae
745;2772902;Ornithogalum pyrenaicum;Ornithogalum;Asparagaceae;Plantae
746;9151957;Medicago sativa;Medicago;Fabaceae;Plantae
747;3882844;Stachys glutinosa;Stachys;Lamiaceae;Plantae
748;2874680;Ecballium elaterium;Ecballium;Cucurbitaceae;Plantae
749;3085402;Sagina procumbens;Sagina;Caryophyllaceae;Plantae
750;2888636;Symphoricarpos orbiculatus;Symphoricarpos;Caprifoliaceae;Plantae
751;3022502;Prunus dulcis;Prunus;Rosaceae;Plantae
752;5357407;Amorpha fruticosa;Amorpha;Fabaceae;Plantae
753;2889320;Persicaria virginiana;Persicaria;Polygonaceae;Plantae
754;2684984;Araucaria araucana;Araucaria;Araucariaceae;Plantae
755;3086240;Mirabilis jalapa;Mirabilis;Nyctaginaceae;Plantae
756;3172347;Fraxinus ornus;Fraxinus;Oleaceae;Plantae
757;5410564;Campanula patula;Campanula;Campanulaceae;Plantae
758;2965299;Medicago orbicularis;Medicago;Fabaceae;Plantae
759;5341478;Lycopus europaeus;Lycopus;Lamiaceae;Plantae
760;3170823;Paulownia tomentosa;Paulownia;Paulowniaceae;Plantae
761;7307659;Sideritis incana;Sideritis;Lamiaceae;Plantae
762;5384932;Saururus cernuus;Saururus;Saururaceae;Plantae
763;3013215;Cormus domestica;Cormus;Rosaceae;Plantae
764;5376426;Diplotaxis tenuifolia;Diplotaxis;Brassicaceae;Plantae
765;3172062;Veronica beccabunga;Veronica;Plantaginaceae;Plantae
766;8794742;Orchis purpurea;Orchis;Orchidaceae;Plantae
767;2888723;Sambucus racemosa;Sambucus;Adoxaceae;Plantae
768;3172070;Veronica hederifolia;Veronica;Plantaginaceae;Plantae
769;2931104;Solanum pseudocapsicum;Solanum;Solanaceae;Plantae
770;5290149;Phragmites australis;Phragmites;Poaceae;Plantae
771;3113414;Cirsium arvense;Cirsium;Asteraceae;Plantae
772;2953871;Bauhinia purpurea;Bauhinia;Fabaceae;Plantae
773;5362058;Crassula multicava;Crassula;Crassulaceae;Plantae
774;5275012;Pteridium aquilinum;Pteridium;Dennstaedtiaceae;Plantae
775;2776790;Drimia maritima;Drimia;Asparagaceae;Plantae
776;2882449;Nelumbo nucifera;Nelumbo;Nelumbonaceae;Plantae
777;7931731;Prunus domestica;Prunus;Rosaceae;Plantae
778;5371818;Angelica sylvestris;Angelica;Apiaceae;Plantae
779;6363496;Dianthus superbus;Dianthus;Caryophyllaceae;Plantae
780;3032833;Saxifraga tridactylites;Saxifraga;Saxifragaceae;Plantae
781;5304436;Dracaena reflexa;Dracaena;Asparagaceae;Plantae
782;3711846;Hypericum hidcoteense;Hypericum;Hypericaceae;Plantae
783;3128225;Centaurea nigra;Centaurea;Asteraceae;Plantae
784;5361815;Urtica urens;Urtica;Urticaceae;Plantae
785;2963569;Styphnolobium japonicum;Styphnolobium;Fabaceae;Plantae
786;7972010;Cardamine pratensis;Cardamine;Brassicaceae;Plantae
787;2965085;Retama monosperma;Retama;Fabaceae;Plantae
788;3067098;Euphorbia trigona;Euphorbia;Euphorbiaceae;Plantae
789;3172574;Spathodea campanulata;Spathodea;Bignoniaceae;Plantae
790;5708806;Nasturtium officinale;Nasturtium;Brassicaceae;Plantae
791;5374616;Barbarea australis;Barbarea;Brassicaceae;Plantae
792;5312179;Limodorum abortivum;Limodorum;Orchidaceae;Plantae
793;5415455;Acanthus mollis;Acanthus;Acanthaceae;Plantae
794;2891031;Geranium rotundifolium;Geranium;Geraniaceae;Plantae
795;2773448;Ornithogalum umbellatum;Ornithogalum;Asparagaceae;Plantae
796;5411453;Campanula medium;Campanula;Campanulaceae;Plantae
797;2734708;Chamaedorea seifrizii;Chamaedorea;Arecaceae;Plantae
798;7303475;Begonia maculata;Begonia;Begoniaceae;Plantae
799;2888722;Sambucus ebulus;Sambucus;Adoxaceae;Plantae
800;2703777;Bromus hordeaceus;Bromus;Poaceae;Plantae
801;7792248;Cynoglossum dioscoridis;Cynoglossum;Boraginaceae;Plantae
