,lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon
9402,5.418078,43.228453,2017,0.0,100.0,MEDITERRANEAN,France,3839.0,543554,POINT (5.418078 43.228453),True
9411,6.036125,43.083219,2019,10.0,200.0,MEDITERRANEAN,France,7868.0,545632,POINT (6.036125 43.083219),True
9425,7.233728,44.079519,2019,0.0,-inf,MEDITERRANEAN,France,9647.0,546428,POINT (7.233728 44.079519),True
9449,3.809583,44.209343,2017,0.0,-inf,MEDITERRANEAN,France,11157.0,547776,POINT (3.809583 44.209343),True
9461,3.879993,43.503746,2020,3.0,16.0,MEDITERRANEAN,France,2173.0,550523,POINT (3.879993 43.503746),True
9469,5.692983,43.420229,2017,0.0,250.0,MEDITERRANEAN,France,3935.0,550808,POINT (5.692983 43.420229),True
9499,2.6295,42.35428,2018,1.0,,MEDITERRANEAN,Spain,2386.0,550874,POINT (2.6295 42.35428),True
9546,4.450522,43.459801,2018,0.0,4.0,MEDITERRANEAN,France,10632.0,550930,POINT (4.450522 43.459801),True
9562,2.879748,43.579995,2021,6.0,250.0,CONTINENTAL,France,5071.0,551951,POINT (2.879748 43.579995),True
9584,2.71027,43.62963,2018,1.0,,CONTINENTAL,France,4609.0,552227,POINT (2.71027 43.62963),True
9600,5.205136,44.126542,2017,10.0,50.0,MEDITERRANEAN,France,7190.0,552671,POINT (5.205136 44.126542),True
9615,5.466,43.9123,2020,10.0,20.0,MEDITERRANEAN,France,7190.0,553725,POINT (5.466 43.9123),True
9631,6.49993,43.1651,2020,10.0,20.0,MEDITERRANEAN,France,2386.0,554701,POINT (6.49993 43.1651),True
9643,3.810756,44.08556,2021,5.0,250.0,MEDITERRANEAN,France,2783.0,558798,POINT (3.810756 44.08556),True
9661,7.12131,43.82274,2020,4.0,5.0,MEDITERRANEAN,France,3387.0,559055,POINT (7.12131 43.82274),True
9683,5.549495,43.530784,2017,0.0,4.0,MEDITERRANEAN,France,9053.0,559433,POINT (5.549495 43.530784),True
9698,3.039276,42.791058,2020,10.0,50.0,MEDITERRANEAN,France,9877.0,562869,POINT (3.039276 42.791058),True
9705,6.77823,43.71908,2018,1.0,,MEDITERRANEAN,France,2783.0,563008,POINT (6.77823 43.71908),True
9715,5.6495,43.245927,2018,10.0,100.0,MEDITERRANEAN,France,4530.0,563564,POINT (5.6495 43.245927),True
9733,3.780768,43.460674,2020,3.0,25.0,MEDITERRANEAN,France,857.0,563583,POINT (3.780768 43.460674),True
9735,6.026936,43.115997,2018,0.0,20.0,MEDITERRANEAN,France,10051.0,564108,POINT (6.026936 43.115997),True
9753,2.996659,43.443718,2021,5.0,250.0,MEDITERRANEAN,France,3935.0,564282,POINT (2.996659 43.443718),True
9786,6.125616,43.121551,2019,10.0,30.0,MEDITERRANEAN,France,1996.0,564320,POINT (6.125616 43.121551),True
9805,6.5353,43.1949,2020,10.0,-inf,MEDITERRANEAN,France,4229.0,564924,POINT (6.5353 43.1949),True
9826,3.03772,42.746022,2018,10.0,16.0,MEDITERRANEAN,France,11222.0,565418,POINT (3.03772 42.746022),True
9837,5.607317,43.394628,2018,0.0,100.0,MEDITERRANEAN,France,5219.0,566624,POINT (5.607317 43.394628),True
9862,3.880533,43.539665,2020,3.0,16.0,MEDITERRANEAN,France,6033.0,566720,POINT (3.880533 43.539665),True
9865,6.022847,43.112989,2018,0.0,30.0,MEDITERRANEAN,France,8885.0,567110,POINT (6.022847 43.112989),True
9882,6.49843,43.1548,2020,10.0,50.0,MEDITERRANEAN,France,3019.0,567691,POINT (6.49843 43.1548),True
9895,3.09738,43.208993,2021,5.0,100.0,MEDITERRANEAN,France,6039.0,567730,POINT (3.09738 43.208993),True
9914,3.348271,43.276652,2017,0.0,16.0,MEDITERRANEAN,France,8482.0,568374,POINT (3.348271 43.276652),True
9932,7.138432,43.83334,2021,5.0,-inf,MEDITERRANEAN,France,4122.0,568397,POINT (7.138432 43.83334),True
9963,7.34754,43.7369,2019,10.0,-inf,MEDITERRANEAN,France,476.0,568452,POINT (7.34754 43.7369),True
10001,2.941228,43.658573,2020,4.0,300.0,CONTINENTAL,France,10317.0,568492,POINT (2.941228 43.658573),True
10013,5.38657,44.14506,2019,1.0,,MEDITERRANEAN,France,10419.0,569144,POINT (5.38657 44.14506),True
10032,5.512339,43.531894,2017,0.0,2.0,MEDITERRANEAN,France,4404.0,569966,POINT (5.512339 43.531894),True
10043,3.022929,42.854864,2018,10.0,16.0,MEDITERRANEAN,France,7968.0,570532,POINT (3.022929 42.854864),True
10052,5.710715,43.543125,2017,0.0,12.0,MEDITERRANEAN,France,1018.0,571410,POINT (5.710715 43.543125),True
10073,3.828923,43.470036,2020,4.0,50.0,MEDITERRANEAN,France,4659.0,572808,POINT (3.828923 43.470036),True
10080,6.409225,43.267743,2020,9.0,200.0,MEDITERRANEAN,France,3251.0,573537,POINT (6.409225 43.267743),True
10100,3.792241,44.214906,2017,0.0,-inf,MEDITERRANEAN,France,8508.0,573586,POINT (3.792241 44.214906),True
10110,6.101084,43.033951,2017,0.0,40.0,MEDITERRANEAN,France,10899.0,574216,POINT (6.101084 43.033951),True
10137,3.023333,42.855682,2018,10.0,16.0,MEDITERRANEAN,France,7090.0,574990,POINT (3.023333 42.855682),True
10144,5.585565,43.168719,2017,0.0,16.0,MEDITERRANEAN,France,10520.0,575969,POINT (5.585565 43.168719),True
10152,3.753501,44.19011,2017,0.0,-inf,MEDITERRANEAN,France,3669.0,576576,POINT (3.753501 44.19011),True
10174,5.348294,43.212328,2018,10.0,100.0,MEDITERRANEAN,France,2719.0,577159,POINT (5.348294 43.212328),True
10186,7.32843,43.730142,2017,0.0,100.0,MEDITERRANEAN,France,5721.0,577699,POINT (7.32843 43.730142),True
10229,3.667121,44.122082,2017,0.0,-inf,MEDITERRANEAN,France,7755.0,577840,POINT (3.667121 44.122082),True
10241,4.799484,43.512005,2021,5.0,-inf,MEDITERRANEAN,France,5348.0,578253,POINT (4.799484 43.512005),True
10255,6.467615,43.269271,2021,5.0,1.0,MEDITERRANEAN,France,628.0,579688,POINT (6.467615 43.269271),True
10265,3.348059,43.27211,2017,10.0,16.0,MEDITERRANEAN,France,6410.0,579927,POINT (3.348059 43.27211),True
10275,6.048487,43.089917,2019,10.0,100.0,MEDITERRANEAN,France,4003.0,580040,POINT (6.048487 43.089917),True
10293,3.415445,44.076027,2021,8.0,250.0,MEDITERRANEAN,France,10800.0,580517,POINT (3.415445 44.076027),True
10302,2.967996,43.055244,2021,5.0,16.0,MEDITERRANEAN,France,5219.0,582087,POINT (2.967996 43.055244),True
10308,3.377694,43.887504,2021,5.0,250.0,MEDITERRANEAN,France,8208.0,583239,POINT (3.377694 43.887504),True
10332,5.38627,44.0336,2020,10.0,100.0,MEDITERRANEAN,France,1998.0,583480,POINT (5.38627 44.0336),True
10365,3.016969,42.827655,2018,10.0,16.0,MEDITERRANEAN,France,10558.0,583510,POINT (3.016969 42.827655),True
10374,5.29854,43.89557,2019,1.0,,MEDITERRANEAN,France,10255.0,584503,POINT (5.29854 43.89557),True
10383,4.95933,44.0588,2020,10.0,200.0,MEDITERRANEAN,France,4341.0,585447,POINT (4.95933 44.0588),True
10399,3.014041,42.793639,2018,0.0,16.0,MEDITERRANEAN,France,5829.0,586269,POINT (3.014041 42.793639),True
10405,6.18577,43.39982,2018,1.0,,MEDITERRANEAN,France,6039.0,587337,POINT (6.18577 43.39982),True
10420,6.838416,44.31387,2018,0.0,9.0,ALPINE,France,5206.0,587980,POINT (6.838416 44.31387),True
10441,3.350471,43.273553,2020,10.0,50.0,MEDITERRANEAN,France,2243.0,588010,POINT (3.350471 43.273553),True
10452,4.53636,43.6587,2021,10.0,50.0,MEDITERRANEAN,France,10239.0,588103,POINT (4.53636 43.6587),True
10458,4.39096,43.4637,2021,10.0,100.0,MEDITERRANEAN,France,2683.0,588974,POINT (4.39096 43.4637),True
10460,3.724287,44.116246,2017,0.0,-inf,MEDITERRANEAN,France,4498.0,588997,POINT (3.724287 44.116246),True
10485,4.321213,43.457109,2017,0.0,1.0,MEDITERRANEAN,France,9877.0,594356,POINT (4.321213 43.457109),True
10490,4.780595,43.629765,2021,5.0,4.0,MEDITERRANEAN,France,10289.0,594617,POINT (4.780595 43.629765),True
10501,3.348762,43.272251,2017,0.0,16.0,MEDITERRANEAN,France,1176.0,595021,POINT (3.348762 43.272251),True
10516,3.792718,44.127132,2017,0.0,-inf,MEDITERRANEAN,France,10268.0,595625,POINT (3.792718 44.127132),True
10526,6.04036,43.4409,2018,1.0,,MEDITERRANEAN,France,10247.0,596440,POINT (6.04036 43.4409),True
10537,6.51045,43.1652,2020,10.0,200.0,MEDITERRANEAN,France,1842.0,597321,POINT (6.51045 43.1652),True
10559,2.48618,43.10897,2018,1.0,,MEDITERRANEAN,France,9458.0,598081,POINT (2.48618 43.10897),True
10582,3.828262,44.238143,2017,0.0,-inf,MEDITERRANEAN,France,1539.0,598740,POINT (3.828262 44.238143),True
10595,7.08308,43.7482,2019,10.0,90.0,MEDITERRANEAN,France,8208.0,598965,POINT (7.08308 43.7482),True
10639,3.037729,42.759285,2018,10.0,16.0,MEDITERRANEAN,France,10523.0,600018,POINT (3.037729 42.759285),True
10652,6.8072,43.77191,2018,1.0,,MEDITERRANEAN,France,5173.0,600904,POINT (6.8072 43.77191),True
10659,6.096753,43.134887,2018,0.0,10.0,MEDITERRANEAN,France,9139.0,602214,POINT (6.096753 43.134887),True
10676,5.57945,43.2104,2021,10.0,200.0,MEDITERRANEAN,France,1254.0,603213,POINT (5.57945 43.2104),True
10695,6.910793,43.509073,2020,4.0,10.0,MEDITERRANEAN,France,3308.0,605152,POINT (6.910793 43.509073),True
10717,7.076,43.7561,2019,10.0,1.0,MEDITERRANEAN,France,4530.0,607548,POINT (7.076 43.7561),True
10737,3.19357,43.23109,2019,10.0,-inf,MEDITERRANEAN,France,5242.0,607889,POINT (3.19357 43.23109),True
10742,3.145645,43.179245,2021,5.0,100.0,MEDITERRANEAN,France,2634.0,608080,POINT (3.145645 43.179245),True
10762,5.10566,44.1874,2021,10.0,60.0,MEDITERRANEAN,France,6874.0,609968,POINT (5.10566 44.1874),True
10785,3.426462,44.082663,2021,5.0,250.0,MEDITERRANEAN,France,8428.0,611919,POINT (3.426462 44.082663),True
10794,3.67828,43.74782,2019,1.0,,MEDITERRANEAN,France,11193.0,614910,POINT (3.67828 43.74782),True
10811,7.116634,43.817863,2021,6.0,-inf,MEDITERRANEAN,France,4326.0,615647,POINT (7.116634 43.817863),True
10844,7.098437,43.673984,2021,5.0,-inf,MEDITERRANEAN,France,7576.0,616809,POINT (7.098437 43.673984),True
10855,5.160576,44.127619,2017,10.0,20.0,MEDITERRANEAN,France,4902.0,617118,POINT (5.160576 44.127619),True
10863,7.005822,43.86844,2021,1.0,-inf,MEDITERRANEAN,France,6909.0,617781,POINT (7.005822 43.86844),True
10878,6.48432,43.1681,2020,10.0,5.0,MEDITERRANEAN,France,9957.0,618510,POINT (6.48432 43.1681),True
10887,4.94979,44.0556,2020,10.0,15.0,MEDITERRANEAN,France,5507.0,620619,POINT (4.94979 44.0556),True
10893,3.801295,44.232114,2017,0.0,-inf,MEDITERRANEAN,France,11120.0,620641,POINT (3.801295 44.232114),True
10904,5.595569,43.166967,2017,0.0,16.0,MEDITERRANEAN,France,10073.0,621508,POINT (5.595569 43.166967),True
10916,3.663104,44.106553,2017,0.0,-inf,MEDITERRANEAN,France,10268.0,621783,POINT (3.663104 44.106553),True
10931,5.28574,43.4458,2021,10.0,100.0,MEDITERRANEAN,France,6226.0,622147,POINT (5.28574 43.4458),True
10946,4.8193,43.74569,2018,1.0,,MEDITERRANEAN,France,6039.0,623420,POINT (4.8193 43.74569),True
10963,3.743105,44.112601,2017,0.0,-inf,MEDITERRANEAN,France,661.0,623451,POINT (3.743105 44.112601),True
10972,3.779375,43.462288,2020,4.0,25.0,MEDITERRANEAN,France,857.0,623867,POINT (3.779375 43.462288),True
10974,3.036664,42.772638,2018,10.0,16.0,MEDITERRANEAN,France,6823.0,624083,POINT (3.036664 42.772638),True
10994,3.90787,43.97851,2017,1.0,,MEDITERRANEAN,France,5557.0,624103,POINT (3.90787 43.97851),True
11005,6.49992,43.1736,2020,10.0,20.0,MEDITERRANEAN,France,6874.0,626105,POINT (6.49992 43.1736),True
11036,3.037667,42.812722,2017,10.0,-inf,MEDITERRANEAN,France,7817.0,626747,POINT (3.037667 42.812722),True
11043,3.695161,44.13747,2017,0.0,-inf,MEDITERRANEAN,France,4498.0,627531,POINT (3.695161 44.13747),True
11053,4.79062,44.23205,2017,1.0,,MEDITERRANEAN,France,11193.0,628071,POINT (4.79062 44.23205),True
11078,7.119038,43.648553,2020,3.0,-inf,MEDITERRANEAN,France,7118.0,628622,POINT (7.119038 43.648553),True
11106,4.73734,43.5694,2019,10.0,5.0,MEDITERRANEAN,France,2953.0,629152,POINT (4.73734 43.5694),True
11122,7.10103,43.7822,2019,10.0,200.0,MEDITERRANEAN,France,5400.0,629583,POINT (7.10103 43.7822),True
11158,3.098876,42.523632,2018,0.0,16.0,MEDITERRANEAN,France,4114.0,631395,POINT (3.098876 42.523632),True
11162,4.98141,44.0789,2020,10.0,50.0,MEDITERRANEAN,France,6911.0,633364,POINT (4.98141 44.0789),True
11201,3.518589,43.315964,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,633399,POINT (3.518589 43.315964),True
11202,4.010991,43.554757,2020,9.0,50.0,MEDITERRANEAN,France,10239.0,633465,POINT (4.010991 43.554757),True
11207,7.473479,44.083197,2021,0.0,5.0,ALPINE,France,6748.0,633775,POINT (7.473479 44.083197),True
11218,5.92604,43.1929,2017,1.0,,MEDITERRANEAN,France,10909.0,634783,POINT (5.92604 43.1929),True
11232,4.040858,43.557067,2021,5.0,16.0,MEDITERRANEAN,France,9877.0,634823,POINT (4.040858 43.557067),True
11236,5.596033,43.16691,2017,0.0,18.0,MEDITERRANEAN,France,6874.0,635675,POINT (5.596033 43.16691),True
11249,6.57755,43.69112,2019,1.0,,MEDITERRANEAN,France,5301.0,637249,POINT (6.57755 43.69112),True
11261,3.513766,43.325073,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,637437,POINT (3.513766 43.325073),True
11263,4.413938,44.156035,2021,5.0,250.0,MEDITERRANEAN,France,3935.0,637914,POINT (4.413938 44.156035),True
11271,2.296861,43.169667,2021,10.0,15.0,MEDITERRANEAN,France,5882.0,638284,POINT (2.296861 43.169667),True
11280,6.51066,43.1891,2020,10.0,10.0,MEDITERRANEAN,France,1121.0,639553,POINT (6.51066 43.1891),True
11291,5.184538,43.404558,2021,5.0,25.0,MEDITERRANEAN,France,1187.0,642284,POINT (5.184538 43.404558),True
11295,3.235921,43.21139,2019,10.0,-inf,MEDITERRANEAN,France,5799.0,643231,POINT (3.235921 43.21139),True
11306,3.051523,42.889763,2018,10.0,16.0,MEDITERRANEAN,France,5868.0,643827,POINT (3.051523 42.889763),True
11318,3.035066,42.754493,2018,10.0,16.0,MEDITERRANEAN,France,7968.0,645622,POINT (3.035066 42.754493),True
11330,4.042664,43.557232,2021,5.0,16.0,MEDITERRANEAN,France,262.0,645913,POINT (4.042664 43.557232),True
11336,3.172159,43.199281,2021,5.0,100.0,MEDITERRANEAN,France,515.0,646506,POINT (3.172159 43.199281),True
11353,5.16391,43.6922,2021,10.0,1.0,MEDITERRANEAN,France,4349.0,647440,POINT (5.16391 43.6922),True
11381,2.740299,43.442667,2021,5.0,250.0,CONTINENTAL,France,661.0,648090,POINT (2.740299 43.442667),True
11391,7.0227,43.67276,2017,1.0,,MEDITERRANEAN,France,6235.0,648221,POINT (7.0227 43.67276),True
11405,4.014567,43.554735,2020,3.0,16.0,MEDITERRANEAN,France,9943.0,649047,POINT (4.014567 43.554735),True
11409,7.142658,43.711647,2020,80.0,200.0,MEDITERRANEAN,France,9028.0,649606,POINT (7.142658 43.711647),True
11456,3.18179,43.71686,2018,1.0,,MEDITERRANEAN,France,6684.0,649730,POINT (3.18179 43.71686),True
11480,4.857214,43.661501,2018,0.0,-inf,MEDITERRANEAN,France,4325.0,650126,POINT (4.857214 43.661501),True
11486,3.7488,44.59225,2017,1.0,,CONTINENTAL,France,3374.0,651270,POINT (3.7488 44.59225),True
11498,5.667074,43.318201,2017,0.0,100.0,MEDITERRANEAN,France,51.0,652312,POINT (5.667074 43.318201),True
11520,3.037944,42.766361,2017,10.0,35.0,MEDITERRANEAN,France,11222.0,652551,POINT (3.037944 42.766361),True
11539,7.146,43.723449,2021,3.0,2.0,MEDITERRANEAN,France,3758.0,653544,POINT (7.146 43.723449),True
11552,3.213661,43.55454,2020,13.0,200.0,MEDITERRANEAN,France,5474.0,653703,POINT (3.213661 43.55454),True
11563,2.870596,43.600833,2020,4.0,400.0,CONTINENTAL,France,7755.0,655332,POINT (2.870596 43.600833),True
11573,3.016106,42.799447,2018,10.0,16.0,MEDITERRANEAN,France,4114.0,656984,POINT (3.016106 42.799447),True
11576,6.467033,43.269451,2021,6.0,200.0,MEDITERRANEAN,France,5422.0,657077,POINT (6.467033 43.269451),True
11620,2.333333,42.916667,2018,10.0,-inf,MEDITERRANEAN,France,963.0,657386,POINT (2.333333 42.916667),True
11631,5.681916,43.355288,2017,0.0,4.0,MEDITERRANEAN,France,5147.0,657521,POINT (5.681916 43.355288),True
11643,3.402871,43.741768,2019,0.0,50.0,MEDITERRANEAN,France,982.0,658662,POINT (3.402871 43.741768),True
11654,3.199395,44.629968,2017,0.0,25.0,CONTINENTAL,France,11195.0,658867,POINT (3.199395 44.629968),True
11688,3.216228,43.200567,2019,10.0,-inf,MEDITERRANEAN,France,8027.0,660120,POINT (3.216228 43.200567),True
11695,3.597727,43.921571,2021,6.0,250.0,MEDITERRANEAN,France,5412.0,662616,POINT (3.597727 43.921571),True
11712,4.034311,43.556592,2021,5.0,16.0,MEDITERRANEAN,France,262.0,664767,POINT (4.034311 43.556592),True
11719,3.764826,44.209826,2017,0.0,-inf,MEDITERRANEAN,France,8792.0,665712,POINT (3.764826 44.209826),True
11732,5.946458,43.26604,2020,3.0,200.0,MEDITERRANEAN,France,8705.0,665944,POINT (5.946458 43.26604),True
11760,5.503334,43.406759,2017,0.0,12.0,MEDITERRANEAN,France,9480.0,666035,POINT (5.503334 43.406759),True
11769,5.56804,43.38413,2017,1.0,,MEDITERRANEAN,France,4003.0,667311,POINT (5.56804 43.38413),True
11799,2.119639,42.726528,2018,10.0,90.0,ALPINE,France,8284.0,668769,POINT (2.119639 42.726528),True
11820,3.276303,43.371598,2021,5.0,4.0,MEDITERRANEAN,France,11078.0,669048,POINT (3.276303 43.371598),True
11821,6.098364,43.032193,2017,10.0,8.0,MEDITERRANEAN,France,9458.0,672516,POINT (6.098364 43.032193),True
11831,3.203016,43.188494,2019,10.0,-inf,MEDITERRANEAN,France,2173.0,672723,POINT (3.203016 43.188494),True
11837,3.59016,44.2524,2019,1.0,,MEDITERRANEAN,France,1475.0,673693,POINT (3.59016 44.2524),True
11871,3.153348,43.265478,2019,10.0,-inf,MEDITERRANEAN,France,8339.0,674132,POINT (3.153348 43.265478),True
11877,5.71978,43.6953,2019,10.0,100.0,MEDITERRANEAN,France,10904.0,675786,POINT (5.71978 43.6953),True
11898,3.77436,44.090378,2017,0.0,-inf,MEDITERRANEAN,France,2488.0,677829,POINT (3.77436 44.090378),True
11904,7.011034,43.869014,2021,6.0,-inf,MEDITERRANEAN,France,3958.0,680571,POINT (7.011034 43.869014),True
11917,3.349531,43.273256,2017,0.0,16.0,MEDITERRANEAN,France,2940.0,683120,POINT (3.349531 43.273256),True
11937,6.73587,44.13499,2019,1.0,,ALPINE,France,11195.0,683390,POINT (6.73587 44.13499),True
11981,3.879543,43.503455,2020,10.0,50.0,MEDITERRANEAN,France,2926.0,684939,POINT (3.879543 43.503455),True
11989,2.830289,43.019505,2021,4.0,16.0,MEDITERRANEAN,France,5882.0,685150,POINT (2.830289 43.019505),True
12010,2.811535,42.995508,2021,4.0,50.0,MEDITERRANEAN,France,11193.0,685954,POINT (2.811535 42.995508),True
12055,6.456804,43.270487,2021,5.0,16.0,MEDITERRANEAN,France,1497.0,688298,POINT (6.456804 43.270487),True
12074,5.499251,43.40913,2017,0.0,400.0,MEDITERRANEAN,France,1539.0,691134,POINT (5.499251 43.40913),True
12107,5.20187,43.95214,2019,1.0,,MEDITERRANEAN,France,476.0,691434,POINT (5.20187 43.95214),True
12125,3.744344,43.852408,2021,5.0,250.0,MEDITERRANEAN,France,982.0,691503,POINT (3.744344 43.852408),True
12135,6.140025,43.151442,2021,4.0,200.0,MEDITERRANEAN,France,10305.0,691996,POINT (6.140025 43.151442),True
12163,3.07776,43.052632,2020,10.0,40.0,MEDITERRANEAN,France,9877.0,692307,POINT (3.07776 43.052632),True
12173,1.99992,42.39006,2018,1.0,,ALPINE,Spain,2337.0,692373,POINT (1.99992 42.39006),True
12198,5.313894,43.517111,2021,7.0,10.0,MEDITERRANEAN,France,4341.0,692555,POINT (5.313894 43.517111),True
12209,5.09655,44.1883,2021,10.0,60.0,MEDITERRANEAN,France,4671.0,693774,POINT (5.09655 44.1883),True
12237,4.076095,43.934657,2021,5.0,250.0,MEDITERRANEAN,France,5249.0,694914,POINT (4.076095 43.934657),True
12254,6.49103,43.1583,2020,10.0,-inf,MEDITERRANEAN,France,5474.0,695147,POINT (6.49103 43.1583),True
12269,5.0083,43.54334,2018,1.0,,MEDITERRANEAN,France,9458.0,696336,POINT (5.0083 43.54334),True
12293,6.47858,43.1689,2020,10.0,5.0,MEDITERRANEAN,France,1121.0,696939,POINT (6.47858 43.1689),True
12306,4.54705,43.455263,2017,0.0,100.0,MEDITERRANEAN,France,9877.0,697717,POINT (4.54705 43.455263),True
12317,5.57636,43.2208,2021,10.0,200.0,MEDITERRANEAN,France,6652.0,698402,POINT (5.57636 43.2208),True
12332,3.10816,43.77135,2019,1.0,,MEDITERRANEAN,France,9261.0,701441,POINT (3.10816 43.77135),True
12343,5.786197,43.744629,2017,10.0,300.0,MEDITERRANEAN,France,10073.0,702071,POINT (5.786197 43.744629),True
12374,6.48394,43.1739,2020,10.0,100.0,MEDITERRANEAN,France,5483.0,703228,POINT (6.48394 43.1739),True
12414,1.94835,42.85683,2019,1.0,,MEDITERRANEAN,France,1201.0,703377,POINT (1.94835 42.85683),True
12452,2.844703,43.625258,2021,5.0,250.0,CONTINENTAL,France,843.0,704239,POINT (2.844703 43.625258),True
12474,3.132625,43.124929,2020,10.0,-inf,MEDITERRANEAN,France,5799.0,704755,POINT (3.132625 43.124929),True
12490,2.82115,43.000026,2021,5.0,50.0,MEDITERRANEAN,France,10305.0,705505,POINT (2.82115 43.000026),True
12521,3.172334,44.403529,2021,5.0,250.0,CONTINENTAL,France,9548.0,708316,POINT (3.172334 44.403529),True
12545,5.05482,44.209,2020,10.0,150.0,MEDITERRANEAN,France,1655.0,708801,POINT (5.05482 44.209),True
12575,5.544521,43.358229,2018,0.0,-inf,MEDITERRANEAN,France,6141.0,710096,POINT (5.544521 43.358229),True
12580,3.94778,44.0859,2021,10.0,60.0,MEDITERRANEAN,France,2120.0,710169,POINT (3.94778 44.0859),True
12591,4.3049,43.93609,2017,1.0,,MEDITERRANEAN,France,2474.0,710351,POINT (4.3049 43.93609),True
12620,3.642505,44.172859,2017,0.0,-inf,MEDITERRANEAN,France,2764.0,710386,POINT (3.642505 44.172859),True
12643,3.206787,43.532468,2021,5.0,50.0,MEDITERRANEAN,France,11157.0,712678,POINT (3.206787 43.532468),True
12681,3.778825,43.436229,2020,9.0,25.0,MEDITERRANEAN,France,2075.0,712869,POINT (3.778825 43.436229),True
12683,3.684336,44.145702,2017,0.0,-inf,MEDITERRANEAN,France,10460.0,713158,POINT (3.684336 44.145702),True
12698,3.291825,43.837177,2019,0.0,50.0,MEDITERRANEAN,France,9261.0,713934,POINT (3.291825 43.837177),True
12723,5.500209,43.206684,2018,10.0,50.0,MEDITERRANEAN,France,9458.0,714575,POINT (5.500209 43.206684),True
12730,1.975444,42.864528,2017,10.0,-inf,ALPINE,France,6989.0,714599,POINT (1.975444 42.864528),True
12739,3.789155,43.655759,2020,9.0,200.0,MEDITERRANEAN,France,3177.0,714613,POINT (3.789155 43.655759),True
12765,3.30357,43.59,2017,1.0,,MEDITERRANEAN,France,11157.0,715271,POINT (3.30357 43.59),True
12786,5.73612,43.30701,2017,1.0,,MEDITERRANEAN,France,1236.0,715443,POINT (5.73612 43.30701),True
12812,5.28173,44.1656,2020,10.0,200.0,MEDITERRANEAN,France,4247.0,717525,POINT (5.28173 44.1656),True
12823,3.349667,43.275298,2017,0.0,16.0,MEDITERRANEAN,France,7371.0,718546,POINT (3.349667 43.275298),True
12857,2.19125,43.36056,2017,1.0,,CONTINENTAL,France,981.0,719794,POINT (2.19125 43.36056),True
12875,5.595689,43.166919,2017,0.0,4.0,MEDITERRANEAN,France,10558.0,722751,POINT (5.595689 43.166919),True
12891,6.45994,43.1608,2020,10.0,10.0,MEDITERRANEAN,France,10409.0,723238,POINT (6.45994 43.1608),True
12896,3.024532,42.859144,2018,10.0,16.0,MEDITERRANEAN,France,1176.0,724498,POINT (3.024532 42.859144),True
12902,3.024543,42.857418,2018,10.0,16.0,MEDITERRANEAN,France,1176.0,725288,POINT (3.024543 42.857418),True
12908,2.209284,42.6357,2017,0.0,12.0,ALPINE,France,4842.0,725425,POINT (2.209284 42.6357),True
12909,2.88042,43.30537,2017,1.0,,MEDITERRANEAN,France,2421.0,725757,POINT (2.88042 43.30537),True
12931,5.72557,43.703828,2018,10.0,50.0,MEDITERRANEAN,France,9943.0,725921,POINT (5.72557 43.703828),True
12941,3.808607,43.486694,2020,3.0,16.0,MEDITERRANEAN,France,4229.0,725942,POINT (3.808607 43.486694),True
12948,2.68227,43.09055,2018,1.0,,MEDITERRANEAN,France,476.0,727530,POINT (2.68227 43.09055),True
12965,2.013639,42.828083,2018,10.0,65.0,MEDITERRANEAN,France,1051.0,727953,POINT (2.013639 42.828083),True
12989,6.859407,43.607971,2021,5.0,7.0,MEDITERRANEAN,France,5704.0,728008,POINT (6.859407 43.607971),True
13007,5.669134,43.319834,2017,10.0,2.0,MEDITERRANEAN,France,8340.0,729992,POINT (5.669134 43.319834),True
13027,4.81237,43.9159,2019,10.0,100.0,MEDITERRANEAN,France,6548.0,730885,POINT (4.81237 43.9159),True
13041,6.50273,43.1604,2021,10.0,10.0,MEDITERRANEAN,France,4087.0,732363,POINT (6.50273 43.1604),True
13059,2.960382,43.051066,2020,4.0,16.0,MEDITERRANEAN,France,10514.0,733111,POINT (2.960382 43.051066),True
13086,6.49264,43.1666,2020,10.0,100.0,MEDITERRANEAN,France,10411.0,735271,POINT (6.49264 43.1666),True
13092,7.202508,43.750496,2021,6.0,-inf,MEDITERRANEAN,France,9261.0,735372,POINT (7.202508 43.750496),True
13103,6.436987,43.27151,2020,3.0,2.0,MEDITERRANEAN,France,5528.0,738367,POINT (6.436987 43.27151),True
13113,3.116386,43.147164,2021,5.0,100.0,MEDITERRANEAN,France,476.0,739530,POINT (3.116386 43.147164),True
13127,3.033988,42.558373,2020,7.0,400.0,MEDITERRANEAN,France,2474.0,740057,POINT (3.033988 42.558373),True
13138,4.12874,44.312245,2019,0.0,60.0,MEDITERRANEAN,France,1086.0,741460,POINT (4.12874 44.312245),True
13168,6.601319,43.183176,2019,0.0,50.0,MEDITERRANEAN,France,11140.0,741764,POINT (6.601319 43.183176),True
13194,4.1482,43.70503,2017,1.0,,MEDITERRANEAN,France,476.0,741937,POINT (4.1482 43.70503),True
13207,4.12904,44.31217,2019,0.0,25.0,MEDITERRANEAN,France,643.0,742636,POINT (4.12904 44.31217),True
